week_low,week_high,price,side,win
0.9726480821285748,1.0273519178714252,1.0089544535382724,0,1
0.9389991048121488,1.0610008951878511,0.9208995568498276,1,0
0.9417652376014382,1.0582347623985615,1.0749166132267716,0,0
0.9784879318944224,1.0215120681055776,1.0077942382609977,0,1
0.9859412612162828,1.0140587387837172,1.0325569209379055,0,1
0.9438748569588556,1.0561251430411442,0.9532880092469648,1,0
0.9746322606028518,1.025367739397148,1.0421951479753275,0,0
0.9626245054681114,1.0373754945318885,0.901427256907152,1,0
0.971496393474974,1.028503606525026,0.9763328170083378,0,1
0.935963565664258,1.064036434335742,0.9459500999508844,0,1
0.9756302613170372,1.0243697386829629,0.9829805335020224,0,0
0.9905108204220422,1.0094891795779577,0.9959606134863628,0,0
0.9805326967501636,1.0194673032498365,0.9939886683782494,0,0
0.966887426403858,1.0331125735961422,1.0125957888535049,0,1
0.9333683324871532,1.0666316675128469,1.0164774233170193,0,1
0.9396695324602228,1.060330467539777,0.9336325861264476,1,0
0.9208110568125788,1.079188943187421,0.9156763038537404,1,0
0.8952622318741135,1.1047377681258863,0.8545396843357688,1,1
0.9028796070582285,1.0971203929417717,1.147120395937607,0,1
0.995174705638088,1.0048252943619125,1.003925099541324,0,1
0.9179198571226664,1.0820801428773337,0.8627403800883732,1,0
0.8382471089372142,1.1617528910627857,0.8448871048548743,1,0
0.9520160434439208,1.0479839565560791,1.001654591663971,0,0
0.9714164407009986,1.0285835592990014,1.0177205575782438,0,0
0.9647765341754804,1.0352234658245196,1.0013617700786608,0,0
0.9683728412367056,1.0316271587632944,1.0187998476702047,0,0
0.888172815693097,1.111827184306903,0.9522038791500412,1,0
0.855397159177089,1.144602840822911,0.9076096980608152,1,0
0.966532268183607,1.033467731816393,1.0418841581240288,0,0
0.9544620563581576,1.0455379436418424,1.0520774912575166,0,1
0.9312706417749564,1.0687293582250437,0.93075632533232,1,0
0.9047382496394544,1.0952617503605455,0.9007977262380298,1,1
0.9462731731175044,1.0537268268824955,1.0309422926802232,0,0
0.8445027333884279,1.155497266611572,0.8830811537091265,1,1
0.839239221809377,1.160760778190623,0.827227246179909,1,1
0.9042567756746698,1.0957432243253302,0.907616378653051,1,1
0.9682582581989764,1.0317417418010235,0.9969611867965044,1,1
0.9002055630706496,1.0997944369293504,1.1242758715578345,0,0
0.988693860911783,1.011306139088217,0.9977041179272828,1,1
0.8571531061317142,1.142846893868286,1.1235373926573913,0,1
0.902909275663642,1.097090724336358,0.8794067160083495,1,1
0.9843577847579624,1.0156422152420377,1.0101658291693787,1,1
0.9816788740899232,1.0183211259100768,1.0134910227382077,1,1
0.946987897567642,1.053012102432358,0.9683633606939948,1,1
0.9166454263926146,1.0833545736073853,1.0342902213372047,0,1
0.9349831133496008,1.0650168866503993,1.0332208296598815,0,1
0.8453851323266662,1.154614867673334,0.8470233846785775,1,0
0.8677578235816013,1.1322421764183987,1.0227764679266784,0,1
0.9527877152992246,1.0472122847007754,1.011033667253861,0,0
0.9268532105146526,1.0731467894853477,1.0728103842589938,1,0
0.9614916093428838,1.0385083906571162,1.0261061674563583,0,0
0.9236578115599304,1.0763421884400697,1.0542811798134817,0,1
0.8363636363636363,1.1636363636363636,0.8370022172949002,1,0
0.9084781227060634,1.0915218772939366,0.9214415421623448,1,0
0.9388430685360412,1.0611569314639588,0.9687539532997615,1,1
0.9665678519043788,1.0334321480956212,1.0220551136271687,0,0
0.9403973443012196,1.0596026556987803,0.9799668936064188,1,1
0.8122682928171423,1.1877317071828577,0.8145601701578712,1,1
0.9538288458988108,1.046171154101189,1.038207853256402,0,1
